Stock Item Key;WWI Stock Item ID;Stock Item;Color;Selling Package;Buying Package;Brand;Size;Lead Time Days;Quantity Per Outer;Is Chiller Stock;Tax Rate;Unit Price;Recommended Retail Price;Typical Weight Per Unit
2228;169;20 mm Anti static bubble wrap (Blue) 20m;Blue;Each;Each;N/A;20m;14;10;False;14;45;67,28;6
2229;168;20 mm Anti static bubble wrap (Blue) 10m;Blue;Each;Each;N/A;10m;14;10;False;14;29;43,36;5
2230;167;10 mm Anti static bubble wrap (Blue) 50m;Blue;Each;Each;N/A;50m;14;10;False;14;99;148,01;10
2231;166;10 mm Anti static bubble wrap (Blue) 20m;Blue;Each;Each;N/A;20m;14;10;False;14;42;62,79;6
2232;165;10 mm Anti static bubble wrap (Blue) 10m;Blue;Each;Each;N/A;10m;14;10;False;14;26;38,87;5
2233;133;Furry gorilla with big eyes slippers (Black) XL;Black;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2234;132;Furry gorilla with big eyes slippers (Black) L;Black;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2235;131;Furry gorilla with big eyes slippers (Black) M;Black;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2236;130;Furry gorilla with big eyes slippers (Black) S;Black;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2237;121;Dinosaur battery-powered slippers (Green) XL;N/A;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2238;120;Dinosaur battery-powered slippers (Green) L;N/A;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2239;119;Dinosaur battery-powered slippers (Green) M;N/A;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2240;118;Dinosaur battery-powered slippers (Green) S;N/A;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2241;145;Halloween zombie mask (Light Brown) XL;Light Brown;Each;Carton;N/A;XL;12;12;False;12;18;26,91;0,3
2242;144;Halloween zombie mask (Light Brown) L;Light Brown;Each;Carton;N/A;L;12;12;False;12;18;26,91;0,3
2243;143;Halloween zombie mask (Light Brown) M;Light Brown;Each;Carton;N/A;M;12;12;False;12;18;26,91;0,3
2244;142;Halloween zombie mask (Light Brown) S;Light Brown;Each;Carton;N/A;S;12;12;False;12;18;26,91;0,3
2245;78;"The Gu"" red shirt XML tag t-shirt (White) XS""";White;Each;Carton;N/A;XS;7;12;False;7;18;26,91;0,25
2246;79;"The Gu"" red shirt XML tag t-shirt (White) S""";White;Each;Carton;N/A;S;7;12;False;7;18;26,91;0,3
2247;80;"The Gu"" red shirt XML tag t-shirt (White) M""";White;Each;Carton;N/A;M;7;12;False;7;18;26,91;0,35
2248;81;"The Gu"" red shirt XML tag t-shirt (White) L""";White;Each;Carton;N/A;L;7;12;False;7;18;26,91;0,35
2249;82;"The Gu"" red shirt XML tag t-shirt (White) XL""";White;Each;Carton;N/A;XL;7;12;False;7;18;26,91;0,35
2250;91;"The Gu"" red shirt XML tag t-shirt (Black) XS""";Black;Each;Carton;N/A;XS;7;12;False;7;18;26,91;0,25
2251;92;"The Gu"" red shirt XML tag t-shirt (Black) S""";Black;Each;Carton;N/A;S;7;12;False;7;18;26,91;0,3
2252;93;"The Gu"" red shirt XML tag t-shirt (Black) M""";Black;Each;Carton;N/A;M;7;12;False;7;18;26,91;0,35
2253;94;"The Gu"" red shirt XML tag t-shirt (Black) L""";Black;Each;Carton;N/A;L;7;12;False;7;18;26,91;0,35
2254;95;"The Gu"" red shirt XML tag t-shirt (Black) XL""";Black;Each;Carton;N/A;XL;7;12;False;7;18;26,91;0,35
2255;220;Novelty chilli chocolates 250g;N/A;Bag;Carton;N/A;250g;3;24;True;3;8,55;12,23;0,25
2256;221;Novelty chilli chocolates 500g;N/A;Bag;Carton;N/A;500g;3;12;True;3;14,5;20,74;0,5
2257;226;White chocolate snow balls 250g;N/A;Bag;Carton;N/A;250g;3;24;True;3;8,55;12,23;0,25
2258;227;White chocolate moon rocks 250g;N/A;Bag;Carton;N/A;250g;3;24;True;3;8,55;12,23;0,25
2259;142;Halloween zombie mask (Light Brown) S;Light Brown;Each;Carton;N/A;S;12;12;False;12;18;26,91;0,3
2260;143;Halloween zombie mask (Light Brown) M;Light Brown;Each;Carton;N/A;M;12;12;False;12;18;26,91;0,3
2261;144;Halloween zombie mask (Light Brown) L;Light Brown;Each;Carton;N/A;L;12;12;False;12;18;26,91;0,3
2262;145;Halloween zombie mask (Light Brown) XL;Light Brown;Each;Carton;N/A;XL;12;12;False;12;18;26,91;0,3
2263;133;Furry gorilla with big eyes slippers (Black) XL;Black;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2264;132;Furry gorilla with big eyes slippers (Black) L;Black;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2265;131;Furry gorilla with big eyes slippers (Black) M;Black;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2266;130;Furry gorilla with big eyes slippers (Black) S;Black;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2267;121;Dinosaur battery-powered slippers (Green) XL;N/A;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2268;120;Dinosaur battery-powered slippers (Green) L;N/A;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2269;119;Dinosaur battery-powered slippers (Green) M;N/A;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2270;118;Dinosaur battery-powered slippers (Green) S;N/A;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2271;118;Dinosaur battery-powered slippers (Green) S;N/A;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2272;119;Dinosaur battery-powered slippers (Green) M;N/A;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2273;120;Dinosaur battery-powered slippers (Green) L;N/A;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2274;121;Dinosaur battery-powered slippers (Green) XL;N/A;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2275;130;Furry gorilla with big eyes slippers (Black) S;Black;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2276;131;Furry gorilla with big eyes slippers (Black) M;Black;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2277;132;Furry gorilla with big eyes slippers (Black) L;Black;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2278;133;Furry gorilla with big eyes slippers (Black) XL;Black;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2279;16;DBA joke mug - mind if I join you? (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2280;17;DBA joke mug - mind if I join you? (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2281;20;DBA joke mug - you might be a DBA if (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2282;21;DBA joke mug - you might be a DBA if (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2283;24;DBA joke mug - I will get you in order (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2284;25;DBA joke mug - I will get you in order (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2285;28;DBA joke mug - two types of DBAs (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2286;29;DBA joke mug - two types of DBAs (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2287;30;Developer joke mug - Oct 31 = Dec 25 (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2288;31;Developer joke mug - Oct 31 = Dec 25 (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2289;40;Developer joke mug - (hip, hip, array) (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2290;41;Developer joke mug - (hip, hip, array) (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2291;165;10 mm Anti static bubble wrap (Blue) 10m;Blue;Each;Each;N/A;10m;14;10;False;14;26;38,87;5
2292;166;10 mm Anti static bubble wrap (Blue) 20m;Blue;Each;Each;N/A;20m;14;10;False;14;42;62,79;6
2293;167;10 mm Anti static bubble wrap (Blue) 50m;Blue;Each;Each;N/A;50m;14;10;False;14;99;148,01;10
2294;168;20 mm Anti static bubble wrap (Blue) 10m;Blue;Each;Each;N/A;10m;14;10;False;14;29;43,36;5
2295;169;20 mm Anti static bubble wrap (Blue) 20m;Blue;Each;Each;N/A;20m;14;10;False;14;45;67,28;6
2296;170;20 mm Anti static bubble wrap (Blue) 50m;Blue;Each;Each;N/A;50m;14;10;False;14;102;152,49;10
2297;171;32 mm Anti static bubble wrap (Blue) 10m;Blue;Each;Each;N/A;10m;14;10;False;14;32;47,84;5
2298;172;32 mm Anti static bubble wrap (Blue) 20m;Blue;Each;Each;N/A;20m;14;10;False;14;48;71,76;6
2299;173;32 mm Anti static bubble wrap (Blue) 50m;Blue;Each;Each;N/A;50m;14;10;False;14;105;156,98;10
2300;177;Shipping carton (Brown) 413x285x187mm;N/A;Each;Each;N/A;413x285x187mm;14;25;False;14;1,05;1,57;0,3
2301;178;Shipping carton (Brown) 500x310x310mm;N/A;Each;Each;N/A;500x310x310mm;14;25;False;14;2,55;3,81;0,4
2302;179;Shipping carton (Brown) 229x229x229mm;N/A;Each;Each;N/A;229x229x229mm;14;25;False;14;1,05;1,57;0,3
2303;180;Shipping carton (Brown) 279x254x217mm;N/A;Each;Each;N/A;279x254x217mm;14;25;False;14;1,11;1,66;0,3
2304;181;Shipping carton (Brown) 356x229x229mm;N/A;Each;Each;N/A;356x229x229mm;14;25;False;14;1,14;1,7;0,4
2305;182;Shipping carton (Brown) 457x279x279mm;N/A;Each;Each;N/A;457x279x279mm;14;25;False;14;1,28;1,91;0,4
2306;183;Shipping carton (Brown) 480x270x320mm;N/A;Each;Each;N/A;480x270x320mm;14;25;False;14;2,74;4,1;0,4
2307;184;Shipping carton (Brown) 305x305x305mm;N/A;Each;Each;N/A;305x305x305mm;14;25;False;14;3,5;5,23;0,3
2308;185;Shipping carton (Brown) 356x356x279mm;N/A;Each;Each;N/A;356x356x279mm;14;25;False;14;2,04;3,05;0,3
2309;186;Shipping carton (Brown) 457x457x457mm;N/A;Each;Each;N/A;457x457x457mm;14;25;False;14;2,1;3,14;0,4
2310;201;Red and white urgent despatch tape 48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;24;False;14;3,7;5,53;0,5
2311;206;Permanent marker black 5mm nib (Black) 5mm;N/A;Each;Each;N/A;5mm;14;12;False;14;2,7;4,04;0,1
2312;210;Packing knife with metal insert blade (Yellow) 18mm;N/A;Each;Each;N/A;18mm;14;5;False;14;2,4;3,59;0,5
2313;209;Packing knife with metal insert blade (Yellow) 9mm;N/A;Each;Each;N/A;9mm;14;5;False;14;1,89;2,83;0,5
2314;200;Black and yellow heavy despatch tape 48mmx100m;N/A;Each;Each;N/A;48mmx100m;14;24;False;14;4,1;6,13;0,7
2315;199;Black and yellow heavy despatch tape  48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;24;False;14;3,7;5,53;0,5
2316;197;Black and orange this way up despatch tape 48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;24;False;14;3,7;5,53;0,5
2317;192;Black and orange fragile despatch tape 48mmx100m;N/A;Each;Each;N/A;48mmx100m;14;36;False;14;4,1;6,13;0,7
2318;191;Black and orange fragile despatch tape 48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;36;False;14;3,7;5,53;0,5
2319;188;3 kg Courier post bag (White) 300x190x95mm;N/A;Each;Each;N/A;300x190x95mm;14;25;False;14;0,66;0,99;0,1
2320;187;Express post box 5kg (White) 350x280x130mm;N/A;Each;Each;N/A;350x280x130mm;14;25;False;14;0,95;1,42;0,2
2321;101;"The Gu"" red shirt XML tag t-shirt (Black) 7XL""";Black;Each;Carton;N/A;7XL;7;12;False;7;18;26,91;0,45
2322;100;"The Gu"" red shirt XML tag t-shirt (Black) 6XL""";Black;Each;Carton;N/A;6XL;7;12;False;7;18;26,91;0,4
2323;99;"The Gu"" red shirt XML tag t-shirt (Black) 5XL""";Black;Each;Carton;N/A;5XL;7;12;False;7;18;26,91;0,4
2324;98;"The Gu"" red shirt XML tag t-shirt (Black) 4XL""";Black;Each;Carton;N/A;4XL;7;12;False;7;18;26,91;0,4
2325;97;"The Gu"" red shirt XML tag t-shirt (Black) 3XL""";Black;Each;Carton;N/A;3XL;7;12;False;7;18;26,91;0,4
2326;96;"The Gu"" red shirt XML tag t-shirt (Black) XXL""";Black;Each;Carton;N/A;XXL;7;12;False;7;18;26,91;0,4
2327;90;"The Gu"" red shirt XML tag t-shirt (Black) XXS""";Black;Each;Carton;N/A;XXS;7;12;False;7;18;26,91;0,25
2328;89;"The Gu"" red shirt XML tag t-shirt (Black) 3XS""";Black;Each;Carton;N/A;3XS;7;12;False;7;18;26,91;0,25
2329;88;"The Gu"" red shirt XML tag t-shirt (White) 7XL""";White;Each;Carton;N/A;7XL;7;12;False;7;18;26,91;0,45
2330;87;"The Gu"" red shirt XML tag t-shirt (White) 6XL""";White;Each;Carton;N/A;6XL;7;12;False;7;18;26,91;0,4
2331;86;"The Gu"" red shirt XML tag t-shirt (White) 5XL""";White;Each;Carton;N/A;5XL;7;12;False;7;18;26,91;0,4
2332;85;"The Gu"" red shirt XML tag t-shirt (White) 4XL""";White;Each;Carton;N/A;4XL;7;12;False;7;18;26,91;0,4
2333;84;"The Gu"" red shirt XML tag t-shirt (White) 3XL""";White;Each;Carton;N/A;3XL;7;12;False;7;18;26,91;0,4
2334;83;"The Gu"" red shirt XML tag t-shirt (White) XXL""";White;Each;Carton;N/A;XXL;7;12;False;7;18;26,91;0,4
2335;77;"The Gu"" red shirt XML tag t-shirt (White) XXS""";White;Each;Carton;N/A;XXS;7;12;False;7;18;26,91;0,25
2336;76;"The Gu"" red shirt XML tag t-shirt (White) 3XS""";White;Each;Carton;N/A;3XS;7;12;False;7;18;26,91;0,25
2337;72;Ride on toy sedan car (Pink) 1/12 scale;N/A;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2338;70;Ride on toy sedan car (Green) 1/12 scale;N/A;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2339;69;Ride on toy sedan car (Blue) 1/12 scale;Blue;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2340;68;Ride on toy sedan car (Red) 1/12 scale;Red;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2341;67;Ride on toy sedan car (Black) 1/12 scale;Black;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2342;55;IT joke mug - that behavior is by design (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2343;54;IT joke mug - that behavior is by design (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2344;47;Developer joke mug - a foo walks into a bar (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2345;46;Developer joke mug - a foo walks into a bar (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2346;37;Developer joke mug - when your hammer is C++ (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2347;36;Developer joke mug - when your hammer is C++ (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2348;33;Developer joke mug - that's a hardware problem (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2349;32;Developer joke mug - that's a hardware problem (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2350;27;DBA joke mug - SELECT caffeine FROM mug (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2351;26;DBA joke mug - SELECT caffeine FROM mug (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2352;15;USB food flash drive - dessert 10 drive variety pack;N/A;Packet;Packet;N/A;N/A;14;1;False;14;240;358,8;0,5
2353;8;USB food flash drive - dim sum 10 drive variety pack;N/A;Packet;Packet;N/A;N/A;14;1;False;14;240;358,8;0,5
2354;15;USB food flash drive - dessert 10 drive variety pack;N/A;Packet;Packet;N/A;N/A;14;1;False;14;240;358,8;0,5
2355;8;USB food flash drive - dim sum 10 drive variety pack;N/A;Packet;Packet;N/A;N/A;14;1;False;14;240;358,8;0,5
2356;55;IT joke mug - that behavior is by design (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2357;54;IT joke mug - that behavior is by design (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2358;47;Developer joke mug - a foo walks into a bar (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2359;46;Developer joke mug - a foo walks into a bar (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2360;37;Developer joke mug - when your hammer is C++ (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2361;36;Developer joke mug - when your hammer is C++ (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2362;33;Developer joke mug - that's a hardware problem (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2363;32;Developer joke mug - that's a hardware problem (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2364;27;DBA joke mug - SELECT caffeine FROM mug (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2365;26;DBA joke mug - SELECT caffeine FROM mug (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2366;210;Packing knife with metal insert blade (Yellow) 18mm;N/A;Each;Each;N/A;18mm;14;5;False;14;2,4;3,59;0,5
2367;209;Packing knife with metal insert blade (Yellow) 9mm;N/A;Each;Each;N/A;9mm;14;5;False;14;1,89;2,83;0,5
2368;200;Black and yellow heavy despatch tape 48mmx100m;N/A;Each;Each;N/A;48mmx100m;14;24;False;14;4,1;6,13;0,7
2369;199;Black and yellow heavy despatch tape  48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;24;False;14;3,7;5,53;0,5
2370;197;Black and orange this way up despatch tape 48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;24;False;14;3,7;5,53;0,5
2371;192;Black and orange fragile despatch tape 48mmx100m;N/A;Each;Each;N/A;48mmx100m;14;36;False;14;4,1;6,13;0,7
2372;191;Black and orange fragile despatch tape 48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;36;False;14;3,7;5,53;0,5
2373;188;3 kg Courier post bag (White) 300x190x95mm;N/A;Each;Each;N/A;300x190x95mm;14;25;False;14;0,66;0,99;0,1
2374;187;Express post box 5kg (White) 350x280x130mm;N/A;Each;Each;N/A;350x280x130mm;14;25;False;14;0,95;1,42;0,2
2375;72;Ride on toy sedan car (Pink) 1/12 scale;N/A;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2376;70;Ride on toy sedan car (Green) 1/12 scale;N/A;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2377;69;Ride on toy sedan car (Blue) 1/12 scale;Blue;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2378;68;Ride on toy sedan car (Red) 1/12 scale;Red;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2379;67;Ride on toy sedan car (Black) 1/12 scale;Black;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2380;76;"The Gu"" red shirt XML tag t-shirt (White) 3XS""";White;Each;Carton;N/A;3XS;7;12;False;7;18;26,91;0,25
2381;77;"The Gu"" red shirt XML tag t-shirt (White) XXS""";White;Each;Carton;N/A;XXS;7;12;False;7;18;26,91;0,25
2382;83;"The Gu"" red shirt XML tag t-shirt (White) XXL""";White;Each;Carton;N/A;XXL;7;12;False;7;18;26,91;0,4
2383;84;"The Gu"" red shirt XML tag t-shirt (White) 3XL""";White;Each;Carton;N/A;3XL;7;12;False;7;18;26,91;0,4
2384;85;"The Gu"" red shirt XML tag t-shirt (White) 4XL""";White;Each;Carton;N/A;4XL;7;12;False;7;18;26,91;0,4
2385;86;"The Gu"" red shirt XML tag t-shirt (White) 5XL""";White;Each;Carton;N/A;5XL;7;12;False;7;18;26,91;0,4
2386;87;"The Gu"" red shirt XML tag t-shirt (White) 6XL""";White;Each;Carton;N/A;6XL;7;12;False;7;18;26,91;0,4
2387;88;"The Gu"" red shirt XML tag t-shirt (White) 7XL""";White;Each;Carton;N/A;7XL;7;12;False;7;18;26,91;0,45
2388;89;"The Gu"" red shirt XML tag t-shirt (Black) 3XS""";Black;Each;Carton;N/A;3XS;7;12;False;7;18;26,91;0,25
2389;90;"The Gu"" red shirt XML tag t-shirt (Black) XXS""";Black;Each;Carton;N/A;XXS;7;12;False;7;18;26,91;0,25
2390;96;"The Gu"" red shirt XML tag t-shirt (Black) XXL""";Black;Each;Carton;N/A;XXL;7;12;False;7;18;26,91;0,4
2391;97;"The Gu"" red shirt XML tag t-shirt (Black) 3XL""";Black;Each;Carton;N/A;3XL;7;12;False;7;18;26,91;0,4
2392;98;"The Gu"" red shirt XML tag t-shirt (Black) 4XL""";Black;Each;Carton;N/A;4XL;7;12;False;7;18;26,91;0,4
2393;99;"The Gu"" red shirt XML tag t-shirt (Black) 5XL""";Black;Each;Carton;N/A;5XL;7;12;False;7;18;26,91;0,4
2394;100;"The Gu"" red shirt XML tag t-shirt (Black) 6XL""";Black;Each;Carton;N/A;6XL;7;12;False;7;18;26,91;0,4
2395;101;"The Gu"" red shirt XML tag t-shirt (Black) 7XL""";Black;Each;Carton;N/A;7XL;7;12;False;7;18;26,91;0,45
2396;67;Ride on toy sedan car (Black) 1/12 scale;Black;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2397;68;Ride on toy sedan car (Red) 1/12 scale;Red;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2398;69;Ride on toy sedan car (Blue) 1/12 scale;Blue;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2399;70;Ride on toy sedan car (Green) 1/12 scale;N/A;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2400;72;Ride on toy sedan car (Pink) 1/12 scale;N/A;Each;Each;Northwind;1/12 scale;14;1;False;14;230;343,85;15
2401;15;USB food flash drive - dessert 10 drive variety pack;N/A;Packet;Packet;N/A;N/A;14;1;False;14;240;358,8;0,5
2402;8;USB food flash drive - dim sum 10 drive variety pack;N/A;Packet;Packet;N/A;N/A;14;1;False;14;240;358,8;0,5
2403;26;DBA joke mug - SELECT caffeine FROM mug (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2404;27;DBA joke mug - SELECT caffeine FROM mug (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2405;32;Developer joke mug - that's a hardware problem (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2406;33;Developer joke mug - that's a hardware problem (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2407;36;Developer joke mug - when your hammer is C++ (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2408;37;Developer joke mug - when your hammer is C++ (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2409;46;Developer joke mug - a foo walks into a bar (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2410;47;Developer joke mug - a foo walks into a bar (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2411;54;IT joke mug - that behavior is by design (White);White;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2412;55;IT joke mug - that behavior is by design (Black);Black;Each;Each;N/A;N/A;12;1;False;12;13;19,44;0,15
2413;8;USB food flash drive - dim sum 10 drive variety pack;N/A;Packet;Packet;N/A;N/A;14;1;False;14;240;358,8;0,5
2414;15;USB food flash drive - dessert 10 drive variety pack;N/A;Packet;Packet;N/A;N/A;14;1;False;14;240;358,8;0,5
2415;187;Express post box 5kg (White) 350x280x130mm;N/A;Each;Each;N/A;350x280x130mm;14;25;False;14;0,95;1,42;0,2
2416;188;3 kg Courier post bag (White) 300x190x95mm;N/A;Each;Each;N/A;300x190x95mm;14;25;False;14;0,66;0,99;0,1
2417;191;Black and orange fragile despatch tape 48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;36;False;14;3,7;5,53;0,5
2418;192;Black and orange fragile despatch tape 48mmx100m;N/A;Each;Each;N/A;48mmx100m;14;36;False;14;4,1;6,13;0,7
2419;197;Black and orange this way up despatch tape 48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;24;False;14;3,7;5,53;0,5
2420;199;Black and yellow heavy despatch tape  48mmx75m;N/A;Each;Each;N/A;48mmx75m;14;24;False;14;3,7;5,53;0,5
2421;200;Black and yellow heavy despatch tape 48mmx100m;N/A;Each;Each;N/A;48mmx100m;14;24;False;14;4,1;6,13;0,7
2422;209;Packing knife with metal insert blade (Yellow) 9mm;N/A;Each;Each;N/A;9mm;14;5;False;14;1,89;2,83;0,5
2423;210;Packing knife with metal insert blade (Yellow) 18mm;N/A;Each;Each;N/A;18mm;14;5;False;14;2,4;3,59;0,5
2424;215;Air cushion machine (Blue);N/A;Each;Each;N/A;N/A;20;1;False;20;1899;2839,01;10
2425;212;Large  replacement blades 18mm;N/A;Each;Each;N/A;18mm;14;10;False;14;4,3;6,43;0,8
2426;211;Small 9mm replacement blades 9mm;N/A;Each;Each;N/A;9mm;14;10;False;14;4,1;6,13;0,7
2427;176;Bubblewrap dispenser (Red) 1.5m;Red;Each;Each;N/A;1.5m;14;1;False;14;240;358,8;10
2428;155;Large sized bubblewrap roll 50m;N/A;Each;Each;N/A;50m;14;10;False;14;24;35,88;10
2429;154;Medium sized bubblewrap roll 20m;N/A;Each;Each;N/A;20m;14;10;False;14;20;29,9;6
2430;153;Small sized bubblewrap roll 10m;N/A;Each;Each;N/A;10m;14;10;False;14;4,5;6,73;5
2431;149;Halloween skull mask (Gray) XL;Gray;Each;Carton;N/A;XL;12;12;False;12;18;26,91;0,3
2432;148;Halloween skull mask (Gray) L;Gray;Each;Carton;N/A;L;12;12;False;12;18;26,91;0,3
2433;147;Halloween skull mask (Gray) M;Gray;Each;Carton;N/A;M;12;12;False;12;18;26,91;0,3
2434;146;Halloween skull mask (Gray) S;Gray;Each;Carton;N/A;S;12;12;False;12;18;26,91;0,3
2435;141;Furry animal socks (Pink) XL;N/A;Pair;Packet;N/A;XL;12;12;False;12;5;7,48;0,1
2436;140;Furry animal socks (Pink) L;N/A;Pair;Packet;N/A;L;12;12;False;12;5;7,48;0,1
2437;139;Furry animal socks (Pink) M;N/A;Pair;Packet;N/A;M;12;12;False;12;5;7,48;0,1
2438;138;Furry animal socks (Pink) S;N/A;Pair;Packet;N/A;S;12;12;False;12;5;7,48;0,1
2439;129;Plush shark slippers (Gray) XL;Gray;Each;Each;N/A;XL;12;1;False;12;32;47,84;0,4
2440;128;Plush shark slippers (Gray) L;Gray;Each;Each;N/A;L;12;1;False;12;32;47,84;0,35
2441;127;Plush shark slippers (Gray) M;Gray;Each;Each;N/A;M;12;1;False;12;32;47,84;0,35
2442;126;Plush shark slippers (Gray) S;Gray;Each;Each;N/A;S;12;1;False;12;32;47,84;0,35
2443;112;Superhero action jacket (Blue) L;Blue;Each;Each;N/A;L;12;1;False;12;30;44,85;0,35
2444;111;Superhero action jacket (Blue) M;Blue;Each;Each;N/A;M;12;1;False;12;30;44,85;0,35
2445;110;Superhero action jacket (Blue) S;Blue;Each;Each;N/A;S;12;1;False;12;25;37,38;0,3
2446;102;Alien officer hoodie (Black) XL;Black;Each;Each;N/A;XL;12;1;False;12;35;52,33;0,4
2447;12;USB food flash drive - donut;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
2448;11;USB food flash drive - cookie;N/A;Each;Each;N/A;N/A;14;1;False;14;32;47,84;0,05
