"Date","Day Number","Day","Month","Short Month","Calendar Month Number","Calendar Month Label","Calendar Year","Calendar Year Label","Fiscal Month Number","Fiscal Month Label","Fiscal Year","Fiscal Year Label","ISO Week Number"
"2014-11-20","20","20","November","Nov","11","CY2014-Nov","2014","CY2014","1","FY2015-Nov","2015","FY2015","47"
"2014-11-21","21","21","November","Nov","11","CY2014-Nov","2014","CY2014","1","FY2015-Nov","2015","FY2015","47"
"2014-11-22","22","22","November","Nov","11","CY2014-Nov","2014","CY2014","1","FY2015-Nov","2015","FY2015","47"
"2014-11-23","23","23","November","Nov","11","CY2014-Nov","2014","CY2014","1","FY2015-Nov","2015","FY2015","47"
"2014-11-24","24","24","November","Nov","11","CY2014-Nov","2014","CY2014","1","FY2015-Nov","2015","FY2015","48"
"2014-11-25","25","25","November","Nov","11","CY2014-Nov","2014","CY2014","1","FY2015-Nov","2015","FY2015","48"
"2014-11-26","26","26","November","Nov","11","CY2014-Nov","2014","CY2014","1","FY2015-Nov","2015","FY2015","48"
"2014-11-27","27","27","November","Nov","11","CY2014-Nov","2014","CY2014","1","FY2015-Nov","2015","FY2015","48"
"2014-11-28","28","28","November","Nov","11","CY2014-Nov","2014","CY2014","1","FY2015-Nov","2015","FY2015","48"
"2014-11-29","29","29","November","Nov","11","CY2014-Nov","2014","CY2014","1","FY2015-Nov","2015","FY2015","48"
"2014-11-30","30","30","November","Nov","11","CY2014-Nov","2014","CY2014","1","FY2015-Nov","2015","FY2015","48"
"2014-12-01","1","1","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","49"
"2014-12-02","2","2","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","49"
"2014-12-03","3","3","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","49"
"2014-12-04","4","4","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","49"
"2014-12-05","5","5","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","49"
"2014-12-06","6","6","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","49"
"2014-12-07","7","7","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","49"
"2014-12-08","8","8","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","50"
"2014-12-09","9","9","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","50"
"2014-12-10","10","10","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","50"
"2014-12-11","11","11","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","50"
"2014-12-12","12","12","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","50"
"2014-12-13","13","13","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","50"
"2014-12-14","14","14","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","50"
"2014-12-15","15","15","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","51"
"2014-12-16","16","16","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","51"
"2014-12-17","17","17","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","51"
"2014-12-18","18","18","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","51"
"2014-12-19","19","19","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","51"
"2014-12-20","20","20","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","51"
"2014-12-21","21","21","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","51"
"2014-12-22","22","22","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","52"
"2014-12-23","23","23","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","52"
"2014-12-24","24","24","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","52"
"2014-12-25","25","25","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","52"
"2014-12-26","26","26","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","52"
"2014-12-27","27","27","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","52"
"2014-12-28","28","28","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","52"
"2014-12-29","29","29","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","1"
"2014-12-30","30","30","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","1"
"2014-12-31","31","31","December","Dec","12","CY2014-Dec","2014","CY2014","2","FY2015-Dec","2015","FY2015","1"
"2015-01-01","1","1","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","1"
"2015-01-02","2","2","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","1"
"2015-01-03","3","3","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","1"
"2015-01-04","4","4","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","1"
"2015-01-05","5","5","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","2"
"2015-01-06","6","6","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","2"
"2015-01-07","7","7","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","2"
"2015-01-08","8","8","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","2"
"2015-01-09","9","9","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","2"
"2015-01-10","10","10","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","2"
"2015-01-11","11","11","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","2"
"2015-01-12","12","12","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","3"
"2015-01-13","13","13","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","3"
"2015-01-14","14","14","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","3"
"2015-01-15","15","15","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","3"
"2015-01-16","16","16","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","3"
"2015-01-17","17","17","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","3"
"2015-01-18","18","18","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","3"
"2015-01-19","19","19","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","4"
"2015-01-20","20","20","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","4"
"2015-01-21","21","21","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","4"
"2015-01-22","22","22","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","4"
"2015-01-23","23","23","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","4"
"2015-01-24","24","24","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","4"
"2015-01-25","25","25","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","4"
"2015-01-26","26","26","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","5"
"2015-01-27","27","27","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","5"
"2015-01-28","28","28","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","5"
"2015-01-29","29","29","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","5"
"2015-01-30","30","30","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","5"
"2015-01-31","31","31","January","Jan","1","CY2015-Jan","2015","CY2015","3","FY2015-Jan","2015","FY2015","5"
"2015-02-01","1","1","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","5"
"2015-02-02","2","2","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","6"
"2015-02-03","3","3","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","6"
"2015-02-04","4","4","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","6"
"2015-02-05","5","5","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","6"
"2015-02-06","6","6","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","6"
"2015-02-07","7","7","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","6"
"2015-02-08","8","8","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","6"
"2015-02-09","9","9","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","7"
"2015-02-10","10","10","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","7"
"2015-02-11","11","11","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","7"
"2015-02-12","12","12","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","7"
"2015-02-13","13","13","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","7"
"2015-02-14","14","14","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","7"
"2015-02-15","15","15","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","7"
"2015-02-16","16","16","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","8"
"2015-02-17","17","17","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","8"
"2015-02-18","18","18","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","8"
"2015-02-19","19","19","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","8"
"2015-02-20","20","20","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","8"
"2015-02-21","21","21","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","8"
"2015-02-22","22","22","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","8"
"2015-02-23","23","23","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","9"
"2015-02-24","24","24","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","9"
"2015-02-25","25","25","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","9"
"2015-02-26","26","26","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","9"
"2015-02-27","27","27","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","9"
"2015-02-28","28","28","February","Feb","2","CY2015-Feb","2015","CY2015","4","FY2015-Feb","2015","FY2015","9"
"2015-03-01","1","1","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","9"
"2015-03-02","2","2","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","10"
"2015-03-03","3","3","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","10"
"2015-03-04","4","4","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","10"
"2015-03-05","5","5","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","10"
"2015-03-06","6","6","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","10"
"2015-03-07","7","7","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","10"
"2015-03-08","8","8","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","10"
"2015-03-09","9","9","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","11"
"2015-03-10","10","10","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","11"
"2015-03-11","11","11","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","11"
"2015-03-12","12","12","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","11"
"2015-03-13","13","13","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","11"
"2015-03-14","14","14","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","11"
"2015-03-15","15","15","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","11"
"2015-03-16","16","16","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","12"
"2015-03-17","17","17","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","12"
"2015-03-18","18","18","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","12"
"2015-03-19","19","19","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","12"
"2015-03-20","20","20","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","12"
"2015-03-21","21","21","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","12"
"2015-03-22","22","22","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","12"
"2015-03-23","23","23","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","13"
"2015-03-24","24","24","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","13"
"2015-03-25","25","25","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","13"
"2015-03-26","26","26","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","13"
"2015-03-27","27","27","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","13"
"2015-03-28","28","28","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","13"
"2015-03-29","29","29","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","13"
"2015-03-30","30","30","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","14"
"2015-03-31","31","31","March","Mar","3","CY2015-Mar","2015","CY2015","5","FY2015-Mar","2015","FY2015","14"
"2015-04-01","1","1","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","14"
"2015-04-02","2","2","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","14"
"2015-04-03","3","3","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","14"
"2015-04-04","4","4","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","14"
"2015-04-05","5","5","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","14"
"2015-04-06","6","6","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","15"
"2015-04-07","7","7","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","15"
"2015-04-08","8","8","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","15"
"2015-04-09","9","9","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","15"
"2015-04-10","10","10","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","15"
"2015-04-11","11","11","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","15"
"2015-04-12","12","12","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","15"
"2015-04-13","13","13","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","16"
"2015-04-14","14","14","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","16"
"2015-04-15","15","15","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","16"
"2015-04-16","16","16","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","16"
"2015-04-17","17","17","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","16"
"2015-04-18","18","18","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","16"
"2015-04-19","19","19","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","16"
"2015-04-20","20","20","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","17"
"2015-04-21","21","21","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","17"
"2015-04-22","22","22","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","17"
"2015-04-23","23","23","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","17"
"2015-04-24","24","24","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","17"
"2015-04-25","25","25","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","17"
"2015-04-26","26","26","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","17"
"2015-04-27","27","27","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","18"
"2015-04-28","28","28","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","18"
"2015-04-29","29","29","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","18"
"2015-04-30","30","30","April","Apr","4","CY2015-Apr","2015","CY2015","6","FY2015-Apr","2015","FY2015","18"
"2015-05-01","1","1","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","18"
"2015-05-02","2","2","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","18"
"2015-05-03","3","3","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","18"
"2015-05-04","4","4","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","19"
"2015-05-05","5","5","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","19"
"2015-05-06","6","6","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","19"
"2015-05-07","7","7","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","19"
"2015-05-08","8","8","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","19"
"2015-05-09","9","9","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","19"
"2015-05-10","10","10","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","19"
"2015-05-11","11","11","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","20"
"2015-05-12","12","12","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","20"
"2015-05-13","13","13","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","20"
"2015-05-14","14","14","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","20"
"2015-05-15","15","15","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","20"
"2015-05-16","16","16","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","20"
"2015-05-17","17","17","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","20"
"2015-05-18","18","18","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","21"
"2015-05-19","19","19","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","21"
"2015-05-20","20","20","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","21"
"2015-05-21","21","21","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","21"
"2015-05-22","22","22","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","21"
"2015-05-23","23","23","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","21"
"2015-05-24","24","24","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","21"
"2015-05-25","25","25","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","22"
"2015-05-26","26","26","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","22"
"2015-05-27","27","27","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","22"
"2015-05-28","28","28","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","22"
"2015-05-29","29","29","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","22"
"2015-05-30","30","30","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","22"
"2015-05-31","31","31","May","May","5","CY2015-May","2015","CY2015","7","FY2015-May","2015","FY2015","22"
"2015-06-01","1","1","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","23"
"2015-06-02","2","2","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","23"
"2015-06-03","3","3","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","23"
"2015-06-04","4","4","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","23"
"2015-06-05","5","5","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","23"
"2015-06-06","6","6","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","23"
"2015-06-07","7","7","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","23"
"2015-06-08","8","8","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","24"
"2015-06-09","9","9","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","24"
"2015-06-10","10","10","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","24"
"2015-06-11","11","11","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","24"
"2015-06-12","12","12","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","24"
"2015-06-13","13","13","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","24"
"2015-06-14","14","14","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","24"
"2015-06-15","15","15","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","25"
"2015-06-16","16","16","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","25"
"2015-06-17","17","17","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","25"
"2015-06-18","18","18","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","25"
"2015-06-19","19","19","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","25"
"2015-06-20","20","20","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","25"
"2015-06-21","21","21","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","25"
"2015-06-22","22","22","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","26"
"2015-06-23","23","23","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","26"
"2015-06-24","24","24","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","26"
"2015-06-25","25","25","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","26"
"2015-06-26","26","26","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","26"
"2015-06-27","27","27","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","26"
"2015-06-28","28","28","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","26"
"2015-06-29","29","29","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","27"
"2015-06-30","30","30","June","Jun","6","CY2015-Jun","2015","CY2015","8","FY2015-Jun","2015","FY2015","27"
"2015-07-01","1","1","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","27"
"2015-07-02","2","2","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","27"
"2015-07-03","3","3","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","27"
"2015-07-04","4","4","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","27"
"2015-07-05","5","5","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","27"
"2015-07-06","6","6","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","28"
"2015-07-07","7","7","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","28"
"2015-07-08","8","8","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","28"
"2015-07-09","9","9","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","28"
"2015-07-10","10","10","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","28"
"2015-07-11","11","11","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","28"
"2015-07-12","12","12","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","28"
"2015-07-13","13","13","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","29"
"2015-07-14","14","14","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","29"
"2015-07-15","15","15","July","Jul","7","CY2015-Jul","2015","CY2015","9","FY2015-Jul","2015","FY2015","29"
